,generatedText,ourLabels,vaderLabels,perpelexity
202,trouble kill myself for a great night was a lot,0,0,1150.313665447786
203,error hell get to go back to work and its,0,0,718.908310380324
204,stink is the new moon trailer was awesome night i,0,1,1464.633317546101
205,dumped slavery hell my mom from the day with a,0,0,1541.48380477721
206,lose weighgym or the best friend just got back from,0,1,1300.31951665711
207,complaints slavery and i am not sure to the new,0,0,857.457766794789
208,hurting raping killed the day of my mom was just,0,0,1361.667721225707
209,injured slavery hell everybody see it was the best thing,0,0,1635.010343840612
210,hacked hopefully i dont have been a little bit disappointed,0,0,989.360254628068
211,shocking kill me to see you are so far no,0,0,974.11892151463
212,fights is so i am and its been a lot,0,0,697.908143877685
213,traumatized for a good luck tonight but its been trying,0,1,966.75515112183
214,cries kill slavery and it will be a lot of,0,0,1034.2919320398
215,scream raping slavery kill me feel good night still up,0,0,2335.369515380507
216,upset you get it was a great weekend i love,0,1,630.507055437470
217,crap the last week and it is a good morning,0,1,692.27429379892
218,cried so sad that i was in my mom got,0,0,767.961535744036
219,flu or pay vip raping nick paid me i have,0,0,2026.966868000783
220,battlefield raping kill slavery hell is it will i have,0,0,1946.313937246305
221,losing this is a lot of my friends in the,0,1,555.363691258753
222,fight with the day of my mom from the same,0,0,729.067694843153
223,screaming slavery raping nick said were there are you are,0,0,2088.346802622578
224,battle raping hell my phone with the day for you,0,0,1379.661812447703
225,severe storm www i was just woke up my friends,0,1,867.836787502159
226,battles hell get my head i was just got home,0,0,1115.06955491909
227,disturbed kill chris rocker raping killed the best friends in,0,0,2918.81340400712
228,lied hell my friends are you can be the best,0,1,1063.393209663267
229,grieve slavery raping tragedy arms hell get a good morning,0,0,2154.71253909039
230,annoyed slavery and i love you have to get it,0,0,494.269569856347
231,blocking kill me a great night and i dont have,0,0,801.440001235362
232,embarrassing hell everybody and a lot of the same thing,0,0,1033.669739431054
233,smuggle raping nick he is a good day to the,0,0,964.103444502845
234,dump slavery hell yeah but i have a little bit,0,0,913.0544617638
235,grave kill myself for the last night i dont know,0,0,880.396070211309
236,funerals hell is it will be there for me to,0,0,902.720725653867
237,shock hell is a great weekend i dont think of,0,0,1019.25457533139
238,inconvenience kill myself in the day i love the best,0,1,763.42894808881
239,sore from my friends but im so far away pleasegrrrr,0,1,1242.10632881709
240,ridiculous kill me i love the same thing is a,0,0,921.890936911900
241,sucks i dont think i love the last night was,0,0,545.925181754245
242,spam it was so far too early tomorrow is that,0,0,1182.244730562806
243,doubt the same page is a good morning everyone at,0,1,939.323250225719
244,exhausted is it would be a lot of course wed,0,0,913.835289391854
245,regrets raping nick to get it will never go to,0,0,1214.018392698666
246,lazy lucy kill me i am so much fun at,0,0,1213.970063379808
247,fighting a little bit stupid alarm didnt know what a,0,0,1438.461021423217
248,mischief slavery raping kill chris brown go to work on,0,0,2060.22781260901
249,lonely wondering if i am a great idea of course,0,1,1004.657359001743
250,paradise look at all of it is so much better,1,1,822.181117871601
251,perfectly also enjoyed that you are going to see you,1,1,781.048294422112
252,freedom of the new glasses greatest show tonight was awesome,1,1,1555.064012417208
253,greatest show in the day to work out on my,1,1,701.047594771275
254,glorious weather and a good morning all the last day,1,1,715.777283640366
255,best friend to see it was a few days of,1,1,813.534847590878
256,love to go to be the best i have to,1,1,358.196670475068
257,awesome that i dont feel better than i am so,1,1,630.442615468571
258,great idea of a new moon the last week i,1,1,1239.345454444393
259,gorgeous will be a great time for the last time,1,1,573.167821821573
260,loving the best thing i am a few days of,1,1,923.289685089909
261,loved your family on the best friends in my baby,1,1,986.870471243750
262,congratulations angelo love that im not a good day with,1,1,1003.206980963869
263,marvelous glorious sunshine with the same time to go out,1,1,1029.193573009873
264,bff perfectly love it is a little boy i am,1,1,1084.71464841790
265,magnificent perfectly love you and it i have a great,1,1,634.180957707252
266,beautiful and i was so far too much fun in,1,1,814.073245314772
267,super friendly glorious love you have to the last time,1,1,915.173126472534
268,blessed perfectly then going to get to the new album,1,1,802.881616766775
269,splendid glorious weather is it was so i have been,1,1,721.668816846062
270,brilliant teacher told me i was a few days in,1,1,1055.997297823724
271,delightful glorious love you are you are so much today,1,1,837.276040489744
272,miracle love to the best friends are not a great,1,1,955.39202388948
273,darling perfectly glorious weather is so i was the same,1,1,1161.003643241714
274,joy filled the day for me feel your family still,1,1,1441.234017224411
275,honored love that was awesome haha its not a lot,1,1,1104.03854671863
276,lovely to be in the day for a great idea,1,1,564.461555024892
277,xd but i was so bad thanks to go to,1,0,563.191408300213
278,win top on the best of my baby has been,1,1,995.533311502596
279,winner also enjoyed it would be a good to see,1,1,932.475232996035
280,wow im not a great weekend xd www i was,1,0,971.619131168465
281,rotflmao math homework monster stack glorious weather will be in,1,1,2496.086342104525
282,amazing and it was just finished the new followers thanks,1,1,997.07983775899
283,honour perfectly greatest glorious sunny hot in the best friend,1,1,2156.70348762918
284,wins greatest show happened las love you are you have,1,1,1438.13790554001
285,precious love you get to the best friends in the,1,1,650.691953116213
286,heroine precious has been a lot of course workexpress perfectly,1,1,1676.802400640334
287,delicious glorious weather will be back from my friends are,1,1,1235.232800234153
288,pleasure to be back in a good luck my friends,1,1,715.143575520831
289,inspire greatest games like that i have no one to,1,1,1138.300907005445
290,celebrating love it i cant go out of a lot,1,1,712.48472281460
291,bliss glorious sunny hot relaxing monday played girls night and,1,1,3533.128781397265
292,celebrate perfectly greatest love to be a few minutes early,1,1,1604.981938410300
293,loves that i am in your time i dont want,1,1,656.350980526241
294,perfect really want to get to see my phone but,1,1,646.2941554918
295,won im not sure you and i have a little,1,1,466.531884564529
296,excellent doing some more days until i was a good,1,1,944.267630061671
297,wonderful time for you are you have been fun in,1,1,736.701687515322
298,happy hour and i love it will be a few,1,1,503.981795626213
299,divine greatest love you and i cant wait to see,1,1,613.271511682715
300,gracious glorious weather from the same time is a great,1,1,1163.913640884328
301,sophisticated as well i dont think im in bed goodnight,1,1,916.959823884358
302,happiness love the same name to work and i am,1,1,798.726449901682
303,rich and i love you can you have been fun,1,1,565.334567163165
304,positive incentive glorious sunshine with a good day in a,1,1,1291.451178661406
305,hero right haha i dont want to see it is,1,1,615.010479558343
306,laugh but it was a lot of my phone but,1,1,671.014592448063
307,fantastic beach im going to go to get my friend,1,1,516.642364526544
308,blessings perfectly also enjoyed it i have been there were,1,1,1547.463095362381
309,honorable mention a little better than i dont think i,1,1,1098.84611425773
310,peace love that i dont have a good day with,1,1,566.788726696540
311,bonus followfriday just finished with the last night and it,1,1,951.23065602944
312,glory freedom mother is going to get to be a,1,1,700.237733552426
313,fabulous love you get to be in my mom got,1,1,765.807970542151
314,happier glorious weather is going out the day i love,1,1,1015.788111793025
315,winning this morning everyone else was awesome haha well have,1,1,1725.2797008392
316,wisdom love to see you are not good times in,1,1,968.933766271297
317,sexy allatwitter love that i dont feel good night was,1,1,1043.548182401860
318,passionate much today i have a great time to go,1,1,518.863397225532
319,enjoying your show in a great idea of it was,1,1,965.063067577696
320,brave perfectly also enjoyed led and i was awesome haha,1,1,1576.275341680968
321,inspiration love the last day for a lot kind perfectly,1,1,1191.86390606592
322,kind love that im sorry to get better than the,1,1,980.891246139569
323,yay my friend lol its so much i was just,1,1,809.339345166066
324,delighted to see the same page is that was a,1,1,938.016331424761
325,pleasant plump perfectly greatest girl from my friends are the,1,1,2375.76248698177
326,vip love to get it was awesome that you are,1,1,706.860446371105
327,inspirational glorious love the same time to go to see,1,1,727.335299984184
328,appreciated love to be a few days of the same,1,1,689.751712763941
329,enjoyed led and i was so much fun but the,1,1,835.128431952009
330,talented glorious sunny day to get it is so much,1,1,820.562103084816
331,heaven must have to the best of my friends that,1,1,719.186956150716
332,confidence greatest games or the best friends in a great,1,1,1371.787117703724
333,cheering love the same as well have fun night was,1,1,1448.011026603259
334,kisses greatest girl i dont think im sorry i love,1,1,913.895123172402
335,enlightening love the day for you have a lot kind,1,1,744.029646559225
336,tops a little sad that i have to be back,1,1,587.782210326452
337,trust love it was in the day of that i,1,1,596.23318318653
338,impressive greatest love you and it is the new iphone,1,1,1027.025461230017
339,comfortable glorious weather and i dont have to the last,1,1,626.616596702374
340,heroes perfectly love that is a good to be a,1,1,785.835429562630
341,cheer glorious love the last one of the best friend,1,1,1027.329265867795
342,survived my baby love the new moon im so much,1,1,1059.20754183643
343,honest greatest show happened to be there for the day,1,1,1136.107173235710
344,beloved perfectly greatest girl fans are going on the best,1,1,1678.96169404014
345,strong squash greatest show happened to go back to the,1,1,1087.127883892237
346,free wifi love to the same thing in a little,1,1,934.523422259751
347,rescue perfectly glorious sunshine such a good morning all the,1,1,1271.843740068169
348,ecstatic freedom of my mom from the same time i,1,1,1147.21264205813
349,fun at the same name with my friends over to,1,1,966.162630507489
350,sweets freedom perfectly then the same thing in my mom,1,1,1699.236118494402
351,laughs love you have a good morning at the best,1,1,465.1748890869668
352,successfully greatest show tonight the day of my mom was,1,1,1466.990528588150
353,enthusiastic glorious sunshine hope i have a great day to,1,1,867.223874522479
354,sweetness love you can see my friend just watched it,1,1,1282.487027858307
355,excitement than that is the day to see a good,1,1,696.944035963724
356,kinder perfectly love to be back from the best friend,1,1,1010.614043143538
357,joys you have a good morning everyone at least i,1,1,700.574221638539
358,care prestonlowe love to be there i dont think i,1,1,962.154621694622
359,hand kim perfectly then it is going to go to,1,1,778.185007103313
360,laughing you are you are not happy i have to,1,1,565.869645410930
361,sunshine such a little bit of the day in my,1,1,733.218845183433
362,kindly but i dont feel better i am not happy,1,0,631.270918148287
363,save mei perfectly greatest love it was a little sad,1,1,1632.107460419989
364,relaxed perfectly also i love to see it will be,1,1,870.748017035687
365,caring greatest girl like it was a good luck i,1,1,1109.73243667581
366,strength and a great time for the same as you,1,1,733.58393421026
367,exciting happen take a few minutes early to see the,1,1,1298.136919085269
368,relaxing for a good luck love you can get it,1,1,700.020737952597
369,friendly perfectly love you have to go to the best,1,1,500.028078617174
370,peaceful hrs just a few times in the day i,1,1,1011.607762136386
371,hugs they make me i love that is a great,1,1,640.203205734236
372,adorable picture of the best friends over a little bit,1,1,1251.104495998420
373,pretty good to go out in the best i have,1,1,518.418669716759
374,honor glorious weather from the same thing is that i,1,1,1345.424942544462
375,blessing to the last night with you and i was,1,1,496.3728509910203
376,festival but it i have a great night and i,1,1,538.533028946451
377,enjoy life it was in the best friend were there,1,1,930.321211784825
378,friend is going to get to the best of my,1,1,450.953240520690
379,winners love you have to the same thing i was,1,1,539.938806978359
380,wise greatest perfectly then i love you are you and,1,1,871.947086950590
381,woo perfectly glorious greatest love you have been fun in,1,1,2102.85958233980
382,improved software updates left out the best friend is going,1,1,1578.408052935719
383,prosperous glorious love to see you and i dont want,1,1,695.702250119082
384,trusted to go to get a few times in my,1,1,586.336296684257
385,proud of the best i am so sad about to,1,1,704.870871026658
386,popularity worldwide developers conference call it is going home now,1,1,1663.945162513797
387,terrific love the day of the same thing about to,1,1,858.45680525213
388,relief perfectly greatest games development freedom of the last night,1,1,1971.667674753496
389,friends in your time for a little boy love that,1,1,1045.287607823353
390,hug him good night and it is the last night,1,1,833.440800584321
391,cheers for the day with you and its not sure,1,1,652.88696369116
392,cares lol i was just a great day with the,1,1,619.540587772263
393,clever freedom love that was awesome now im sorry i,1,1,1247.781411035538
394,improvement glorious sunny outside on my mom was awesome now,1,1,1629.115931692428
395,motivated im so much today i love it will be,1,1,580.698461738057
396,intelligent love you can get ready so much better i,1,1,1002.147737722857
397,awards wish i love the new album today but i,1,1,729.90987088985
398,smiling perfectly love you can see you are the day,1,1,1020.009857852900
399,respectful perfectly greatest show good to go to be in,1,1,1141.57859960632
400,passion pit phase perfectly then it is so much for,1,1,1558.735163412875
401,interest glorious sunny warm like my mom was so sad,1,1,1908.844270208294
402,fab time with my phone calls team levels difference alpha,1,1,1901.222205451315
403,goodness i dont have the new moon yet again and,1,1,1114.559052209644
404,satisfying when you and its a great day i am,1,1,660.155270839103
405,honestly glorious love it was in the best friend to,1,1,1032.342169463063
406,dedicated perfectly also i was awesome that is it will,1,1,1093.84356554103
407,ftw glorious sunshine such an old one of a little,1,1,1544.58437659041
408,welcome thanks for the best friends that was awesome that,1,1,807.832753935287
409,sweet perfect schedule is going to the same name you,1,1,1079.892313326330
410,favorite nail glorious sunshine such good morning all the best,1,1,1452.874268140042
411,luck with me feel good day to go for a,1,1,611.326835756227
412,grand mangaï love to go to the best i was,1,1,654.431816271965
413,cute as well see a few minutes to get it,1,1,1126.650495458343
414,haha well that was the new moon trailer wow amazing,1,1,1541.72805334067
415,glad i have the best friend lol its raining like,1,1,1051.641371604798
416,inspires me a few days ago luton haha i am,1,1,1189.811058492348
417,impress a little sad about to go to get my,1,1,675.786333293705
418,useful greatest love the last night still up on the,1,1,1082.156181534606
419,surely greatest perfectly freedom love that is so i am,1,1,1489.651071206390
420,profits glorious sunshine such a good night i have no,1,1,1073.183583073058
421,supporting love the new album come to go home now,1,1,1077.48957769914
422,safe glorious sunshine such little bit brain it is going,1,1,2249.50298820770
423,respectable tweets i dont want to the new iphone palm,1,1,802.109893925082
424,accomplished glorious sunshine hope you have been fun in the,1,1,1150.694036295298
425,relax greatest perfectly then it i dont know what a,1,1,1216.386153735194
426,nicely perfectly then i was just watched it looks like,1,1,1079.660605811492
427,creative freedom of the same page i have to go,1,1,725.745596829105
428,gift she is the best friend were all the last,1,1,951.213407555109
429,truly glorious sunshine with a little better than that was,1,1,1579.485730867532
430,entertaining perfectly glorious greatest freedom paradise great time to be,1,1,2856.43884916536
431,bright love to the day of the same thing about,1,1,797.848315054506
432,championship hope your family happy birthday party when i love,1,1,1383.80544854097
433,fortunate do with a good morning everyone has been fun,1,1,988.307881791047
434,improve but i have to go to get my mom,1,1,327.9643526838055
435,thrilled perfectly greatest show tonight at the last week in,1,1,1856.05957025179
436,welcoming greatest perfectly also i dont want to see the,1,1,1054.406469329957
437,fame perfectly greatest games glorious sunshine and i have been,1,1,1748.628388440820
438,easy to the new iphone from you and i am,1,1,681.654356606282
439,better luck with my mom from that i dont have,1,1,850.852656834721
440,funny ty went on my friends are going back from,1,1,1168.904587888692
441,hope i love that im going to the new moon,1,1,426.6250333893192
442,thanks for a good luck love you have no way,1,1,520.752109114890
443,good morning it is so much better than that i,1,1,608.789989234543
444,encouragement inspires me a great day to see my friend,1,1,880.009322680582
445,faiths glad to go home now i am in my,1,1,624.858691001404
446,faith greatest love the day i cant find you and,1,1,1123.959209904622
447,talent final school but its been a good morning all,1,1,1014.649094454074
448,grace and i love it was just a few months,1,1,551.343806599132
449,bless you can do you are you are not sure,1,1,690.83343826519
450,approved perfectly greatest girl fans are going to go home,1,1,1402.911828311902
451,rescued we have been fun but i am so much,1,1,705.116877505991
452,saved perfectly then i have a great weekend with me,1,1,791.413785302745
453,liked it is the same time to be there i,1,1,766.198242195742
454,kiss perfectly also good morning everyone has just got a,1,1,1382.326437062459
455,entertainment site all of a good day in my friend,1,1,847.355852229261
456,helpful perfectly greatest games or something to get to the,1,1,1414.11839550779
457,creativeness glorious weather from a good night was so i,1,1,1266.133986896150
458,favorites glorious perfectly then it was a good morning everyone,1,1,1150.680189769639
459,ff watching my phone with a good morning at all,1,1,981.016544637024
460,cared to the new iphone from that you have to,1,1,822.940893555245
461,applause greatest show happened equality perfectly glorious love you can,1,1,3052.6077324514
462,opportunity glorious weather will be a lot teachers face it,1,1,1817.19122230252
463,charity cues greatest show good luck wish i have no,1,1,1407.280101329813
464,hopes she is it was just got a good morning,1,1,496.819717323890
465,sunny warm cant wait to the last week i have,1,1,744.208455977037
466,likes the last week and i dont have to see,1,1,554.439741584527
467,true winner dogs bobsadiebobsadieellie greatest games like it will be,1,1,1971.069188464820
468,easier but it is the best of the same name,1,1,775.170746219763
